particle_id,vx,vy,vz,px,py,pz,q,nhits
4504424261091328,0.0104169,0.0102824,3.36939,-0.645221,-0.164159,-2.07614,1,13
4504492980568064,0.0104169,0.0102824,3.36939,-0.498431,-0.475392,-1.14236,1,11
4504561700044800,0.0104169,0.0102824,3.36939,2.08774,1.11287,-0.428893,-1,11
4504630419521536,0.0104169,0.0102824,3.36939,2.86329,1.1517,-0.0207686,1,12
4504699138998272,0.0104169,0.0102824,3.36939,-0.866599,-0.854115,-0.432334,-1,6
4504767858475008,0.0104169,0.0102824,3.36939,-1.52546,-1.62069,0.0937401,1,10
4504836577951744,0.0104169,0.0102824,3.36939,-0.39223,-0.132371,-0.123859,1,12
4504905297428480,0.0104169,0.0102824,3.36939,-0.281234,-0.354123,-0.083357,-1,11
4504974016905216,0.0104169,0.0102824,3.36939,0.0736719,-1.65178,-0.130257,-1,14
4505042736381952,0.0104169,0.0102824,3.36939,0.326927,-3.27671,0.112675,1,10
4505111455858688,0.0104169,0.0102824,3.36939,-0.106738,-3.31165,-1.94316,-1,14
4505180175335424,0.0104169,0.0102824,3.36939,-0.349519,-0.932033,-1.05189,1,11
4505248894812160,0.0104169,0.0102824,3.36939,-2.75625,-15.1161,-12.0489,-1,7
4505317614288896,0.0104169,0.0102824,3.36939,0.0512674,-0.437091,-0.431814,1,10
4505386333765632,0.0104169,0.0102824,3.36939,-1.94879,-14.0949,-11.4812,-1,11
4505455053242368,0.0104169,0.0102824,3.36939,-1.4246,-8.36681,-6.12339,1,10
4505523772719104,0.0104169,0.0102824,3.36939,-0.710584,-5.72844,-4.54713,-1,12
4505592492195840,0.0104169,0.0102824,3.36939,-0.522276,-1.28605,-0.678542,1,13
4505729931149312,0.0104169,0.0102824,3.36939,-0.642697,0.148976,1.06425,-1,5
4505936089579520,0.0104169,0.0102824,3.36939,-1.17364,2.18987,-8.87517,-1,10
4506004809056256,0.0104169,0.0102824,3.36939,-0.200278,0.250969,-2.47805,1,13
4506073528532992,0.0104169,0.0102824,3.36939,-1.07137,0.560866,-5.66953,-1,12
4506142248009728,0.0104169,0.0102824,3.36939,1.12261,0.836929,-13.6887,1,11
4506279686963200,0.0104169,0.0102824,3.36939,1.64254,1.29005,-55.9843,-1,13
4506348406439936,0.0104169,0.0102824,3.36939,-1.27567,-0.530328,8.28442,-1,14
4506417125916672,0.0104169,0.0102824,3.36939,0.113312,-0.0746268,0.238543,1,0
4506485845393408,0.0104169,0.0102824,3.36939,-0.270067,0.0447994,0.224115,-1,5
4506554564870144,0.0104169,0.0102824,3.36939,-0.494909,-0.433639,0.969593,1,17
4506692003823616,0.0104169,0.0102824,3.36939,-1.41091,-0.641581,-1.97915,-1,12
4506829442777088,0.0104169,0.0102824,3.36939,-2.91192,2.18218,5.53251,-1,11
4507035601207296,0.0104169,0.0102824,3.36939,0.740677,-0.361191,8.74409,1,11
4507104320684032,0.0104169,0.0102824,3.36939,0.018294,0.131759,1.4103,-1,0
4507241759637504,0.0104169,0.0102824,3.36939,-0.0875378,0.130638,1.31805,1,3
4507379198590976,0.0104169,0.0102824,3.36939,-0.07093,0.731513,0.0980697,-1,11
4507447918067712,0.0104169,0.0102824,3.36939,-0.0771095,2.92689,1.64742,1,16
4507516637544448,0.0104169,0.0102824,3.36939,0.0134228,1.11041,0.647571,-1,16
4507585357021184,0.0104169,0.0102824,3.36939,5.2445,2.48603,12.2396,-1,12
4507654076497920,0.0104169,0.0102824,3.36939,3.58288,2.0857,8.6257,1,10
4507722795974656,0.0104169,0.0102824,3.36939,15.8198,23.4515,124.609,-1,11
4507791515451392,0.0104169,0.0102824,3.36939,11.3024,16.7677,82.6487,1,13
4507860234928128,0.0104169,0.0102824,3.36939,2.22699,2.27268,12.1751,-1,14
4507928954404864,0.0104169,0.0102824,3.36939,0.0787402,0.573054,1.29747,-1,14
4507997673881600,0.0104169,0.0102824,3.36939,4.18709,-1.29241,9.27668,1,12
4508066393358336,0.0104169,0.0102824,3.36939,0.615333,-0.124603,2.02824,-1,11
4508135112835072,0.0104169,0.0102824,3.36939,2.35116,-1.56135,5.76815,1,14
4508203832311808,0.0104169,0.0102824,3.36939,2.4588,0.320638,8.20517,-1,1
4508272551788544,0.0104169,0.0102824,3.36939,9.41937,-2.31153,19.1648,1,14
4508478710218752,0.0104169,0.0102824,3.36939,0.298106,-1.75287,-38.0687,-1,13
4508547429695488,0.0104169,0.0102824,3.36939,0.752005,-0.199646,-11.6131,1,13
4508616149172224,0.0104169,0.0102824,3.36939,-0.212959,-0.502837,-12.7681,-1,12
4508684868648960,0.0104169,0.0102824,3.36939,-0.345922,-0.415966,-3.4624,1,2
4508753588125696,0.0104169,0.0102824,3.36939,0.36946,-2.17592,-12.4906,1,13
4508822307602432,0.0104169,0.0102824,3.36939,-0.16244,-0.393676,-4.60644,-1,0
4508891027079168,0.0104169,0.0102824,3.36939,0.586195,-0.933219,-7.81994,1,11
4508959746555904,0.0104169,0.0102824,3.36939,0.662447,-0.256047,-1.05822,-1,12
4509028466032640,0.0104169,0.0102824,3.36939,0.525832,-0.141412,0.728989,-1,9
4509097185509376,0.0104169,0.0102824,3.36939,0.137527,-0.464588,0.286954,1,10
4509165904986112,0.0104169,0.0102824,3.36939,0.76658,-1.20697,3.58116,-1,12
4509303343939584,0.0104169,0.0102824,3.36939,0.245934,-0.435614,2.28412,-1,4
4509372063416320,0.0104169,0.0102824,3.36939,-0.753147,-1.01944,3.95522,-1,4
4509440782893056,0.0104169,0.0102824,3.36939,-1.8844,-1.79786,16.9276,1,16
4509509502369792,0.0104169,0.0102824,3.36939,-1.90604,-1.47731,14.833,-1,15
4509578221846528,0.0104169,0.0102824,3.36939,-0.930807,0.462839,1.53661,1,13
4509646941323264,0.0104169,0.0102824,3.36939,-0.589845,0.0290202,0.427912,1,12
4509715660800000,0.0104169,0.0102824,3.36939,-9.63168,5.58507,11.4524,-1,11
4509784380276736,0.0104169,0.0102824,3.36939,-5.50713,3.59732,6.59825,1,11
4509853099753472,0.0104169,0.0102824,3.36939,0.796122,0.194035,-21.8077,1,14
4509921819230208,0.0104169,0.0102824,3.36939,-0.886973,3.34471,-32.8162,-1,14
4509990538706944,0.0104169,0.0102824,3.36939,-0.759447,1.37131,-16.8209,1,11
4510471575044096,0.0104169,0.0102824,3.36939,-0.0334686,0.240976,-0.756612,-1,3
4510540294520832,0.0104169,0.0102824,3.36939,-0.00256061,-0.175084,1.19468,-1,14
4510609013997568,0.0104169,0.0102824,3.36939,0.143397,0.0359499,-0.0229746,1,0
4510815172427776,0.0104169,0.0102824,3.36939,-0.861889,0.141419,17.6766,1,11
4510883891904512,0.0104169,0.0102824,3.36939,-2.11744,0.43122,32.1962,-1,13
4510952611381248,0.0104169,0.0102824,3.36939,-0.0243197,0.893781,16.181,1,16
4511090050334720,0.0104169,0.0102824,3.36939,0.12829,0.827577,10.8043,1,12
4511433647718400,0.0104169,0.0102824,3.36939,0.338157,-2.07442,46.7657,1,13
4511502367195136,0.0104169,0.0102824,3.36939,0.483982,-1.10861,19.0552,-1,14
4511639806148608,0.0104169,0.0102824,3.36939,0.299233,-0.255201,2.41735,-1,12
4511708525625344,0.0104169,0.0102824,3.36939,-0.442137,0.893335,0.374379,1,12
4511777245102080,0.0104169,0.0102824,3.36939,0.511352,-0.659995,-1.54599,-1,11
4512120842485760,0.0104169,0.0102824,3.36939,-1.02133,-0.550357,-1.51815,1,4
4512189561962496,0.0104169,0.0102824,3.36939,0.198385,-0.0198205,-0.961797,-1,13
