hit_id,x,y,z,volume_id,layer_id,module_id
1,-57.5583,-9.82125,-1502.5,7,2,1
2,-70.3568,-12.4335,-1502.5,7,2,1
3,-77.3853,-1.87463,-1502.5,7,2,1
4,-43.7529,1.14572,-1502.5,7,2,1
5,-64.5336,-7.96279,-1502.5,7,2,1
6,-70.4857,-1.15882,-1502.5,7,2,1
7,-84.3439,-12.1936,-1502.5,7,2,1
8,-69.7861,-4.31365,-1502.5,7,2,1
9,-55.9534,2.74341,-1502.5,7,2,1
10,-81.3734,-9.78966,-1502.5,7,2,1
11,-67.3985,-8.84028,-1502.5,7,2,1
12,-54.7469,-3.98267,-1502.5,7,2,1
13,-91.6515,-0.35568,-1502.5,7,2,1
14,-63.0406,-13.262,-1502.5,7,2,1
15,-60.4332,-9.69642,-1502.5,7,2,1
16,-103.754,-11.2788,-1502,7,2,2
17,-144.501,-11.4608,-1502,7,2,2
18,-143.639,-9.01839,-1502,7,2,2
19,-129.092,-8.09555,-1502,7,2,2
20,-169.087,-15.3504,-1502,7,2,2
21,-145.85,-10.0716,-1502,7,2,2
22,-157.987,-10.6327,-1502,7,2,2
23,-105.793,-0.761715,-1502,7,2,2
24,-140.045,-8.95233,-1502,7,2,2
25,-117.613,-10.6181,-1502,7,2,2
26,-150.364,-1.72114,-1502,7,2,2
27,-126.47,-9.97645,-1502,7,2,2
28,-168.654,-15.272,-1498,7,2,3
29,-103.748,-11.2665,-1498,7,2,3
30,-156.863,-16.5985,-1498,7,2,3
31,-152.141,-26.2754,-1498,7,2,3
32,-116.188,-17.1415,-1498,7,2,3
33,-117.303,-10.5827,-1498,7,2,3
34,-131.942,-26.1545,-1498,7,2,3
35,-84.8843,-17.5765,-1498,7,2,4
36,-94.6247,-21.1491,-1498,7,2,4
37,-84.7632,-15.7991,-1498,7,2,4
38,-64.3159,-7.95916,-1498,7,2,4
39,-39.9917,-16.3116,-1498,7,2,4
40,-60.2631,-9.66005,-1498,7,2,4
41,-73.8488,-22.9487,-1498,7,2,4
42,-59.1026,-21.7224,-1498,7,2,4
43,-67.2142,-8.75782,-1498,7,2,4
44,-88.4976,-23.7917,-1498,7,2,4
45,-76.0632,-16.7957,-1498,7,2,4
46,-57.3609,-9.83743,-1498,7,2,4
47,-64.4384,-17.8099,-1498,7,2,4
48,-65.4736,-13.7391,-1498,7,2,4
49,-70.136,-12.3903,-1498,7,2,4
50,-43.755,-15.4668,-1498,7,2,4
51,-74.4927,-20.6351,-1498,7,2,4
52,-59.2905,-14.5154,-1498,7,2,4
53,-84.072,-12.188,-1498,7,2,4
54,-62.8248,-13.2061,-1498,7,2,4
55,-75.7931,-22.0786,-1498,7,2,4
56,-59.8795,-17.6924,-1498,7,2,4
