hit_id,x,y,z,volume_id,layer_id,module_id
1,-71.2023,-10.6944,-1502.5,7,2,1
2,-86.3468,-10.482,-1502.5,7,2,1
3,-63.4318,1.21223,-1502.5,7,2,1
4,-62.2917,-8.48851,-1502.5,7,2,1
5,-100.041,-13.0143,-1502.5,7,2,1
6,-57.3091,-5.83942,-1502.5,7,2,1
7,-68.9478,-8.46066,-1502.5,7,2,1
8,-58.838,-10.0724,-1502.5,7,2,1
9,-55.0333,-0.343922,-1502.5,7,2,1
10,-34.1218,3.67015,-1502.5,7,2,1
11,-62.5062,-11.4645,-1502.5,7,2,1
12,-55.5639,-10.5169,-1502.5,7,2,1
13,-77.7464,-12.7643,-1502.5,7,2,1
14,-32.195,5.51601,-1502.5,7,2,1
15,-100.431,-13.5465,-1502.5,7,2,1
16,-73.669,-8.02975,-1502.5,7,2,1
17,-63.1808,-3.64334,-1502.5,7,2,1
18,-50.1108,-9.83697,-1502.5,7,2,1
19,-119.972,-0.148593,-1502,7,2,2
20,-115.457,-9.97714,-1502,7,2,2
21,-130.069,0.229234,-1502,7,2,2
22,-146.527,-18.0921,-1498,7,2,3
23,-115.179,-9.93298,-1498,7,2,3
24,-164.558,-28.2305,-1498,7,2,3
25,-108.308,-19.6267,-1498,7,2,3
26,-112.527,-23.2442,-1498,7,2,3
27,-133.586,-16.4889,-1498,7,2,3
28,-79.6706,-24.3979,-1498,7,2,4
29,-43.3711,-19.0243,-1498,7,2,4
30,-59.4788,-16.5678,-1498,7,2,4
31,-69.8789,-22.0471,-1498,7,2,4
32,-49.932,-9.80222,-1498,7,2,4
33,-62.2256,-19.7983,-1498,7,2,4
34,-55.3775,-10.4925,-1498,7,2,4
35,-73.3538,-19.9503,-1498,7,2,4
36,-77.5303,-12.6743,-1498,7,2,4
37,-64.86,-17.4998,-1498,7,2,4
38,-99.1611,-22.341,-1498,7,2,4
39,-62.3024,-11.4352,-1498,7,2,4
40,-96.7363,-24.0728,-1498,7,2,4
41,-87.4029,-16.5357,-1498,7,2,4
42,-87.0281,-24.8787,-1498,7,2,4
43,-58.6659,-10.0479,-1498,7,2,4
44,-68.6509,-17.7929,-1498,7,2,4
45,-60.8383,-14.9402,-1498,7,2,4
46,-68.7222,-8.39998,-1498,7,2,4
47,-57.1347,-5.82375,-1498,7,2,4
48,-71.0171,-10.6478,-1498,7,2,4
49,-62.1134,-8.4588,-1498,7,2,4
50,-77.9517,-24.6536,-1498,7,2,4
51,-64.6025,-17.8493,-1498,7,2,4
52,-91.3794,-23.4552,-1498,7,2,4
53,-110.959,-32.0298,-1502,7,2,5
54,-112.822,-23.3252,-1502,7,2,5
55,-157.333,-42.115,-1502,7,2,5
56,-138.701,-37.2141,-1502,7,2,5
57,-108.587,-19.7097,-1502,7,2,5
58,-156.149,-42.7612,-1502,7,2,5
59,-102.622,-23.6998,-1502,7,2,5
60,-90.4506,-39.2789,-1502,7,2,6
61,-47.7972,-28.4844,-1502,7,2,6
62,-62.3888,-19.8621,-1502,7,2,6
63,-53.7143,-22.8716,-1502,7,2,6
64,-54.6717,-23.647,-1502,7,2,6
65,-64.7924,-17.8811,-1502,7,2,6
66,-86.4801,-29.4622,-1502,7,2,6
67,-72.7467,-35.5717,-1502,7,2,6
68,-79.8851,-24.5115,-1502,7,2,6
69,-93.1302,-41.4171,-1502,7,2,6
70,-57.039,-20.8933,-1502,7,2,6
71,-70.0607,-22.0657,-1502,7,2,6
