hit_id,x,y,z,volume_id,layer_id,module_id
1,-70.4548,-11.5885,-1502.5,7,2,1
2,-77.9753,-1.34703,-1502.5,7,2,1
3,-67.5889,-2.83671,-1502.5,7,2,1
4,-70.0431,2.5373,-1502.5,7,2,1
5,-87.7614,-8.20134,-1502.5,7,2,1
6,-79.1705,-4.04913,-1502.5,7,2,1
7,-73.3094,-6.69743,-1502.5,7,2,1
8,-82.615,1.2971,-1502.5,7,2,1
9,-52.3398,-6.94892,-1502.5,7,2,1
10,-75.5906,-5.12156,-1502.5,7,2,1
11,-61.6035,-5.12415,-1502.5,7,2,1
12,-64.21,-8.48903,-1502.5,7,2,1
13,-72.3613,-1.20612,-1502.5,7,2,1
14,-83.4087,-5.43593,-1502.5,7,2,1
15,-88.1542,-0.342559,-1502.5,7,2,1
16,-83.9785,-6.08263,-1502.5,7,2,1
17,-34.7416,-3.66209,-1502.5,7,2,1
18,-67.6928,-5.10184,-1502.5,7,2,1
19,-77.9585,-0.994617,-1502.5,7,2,1
20,-116.055,-3.18824,-1502,7,2,2
21,-146.787,-1.10532,-1502,7,2,2
22,-171.011,-14.9889,-1502,7,2,2
23,-153.166,-4.7538,-1502,7,2,2
24,-110.924,-9.1576,-1502,7,2,2
25,-120.61,-3.04843,-1502,7,2,2
26,-105.507,-0.297996,-1502,7,2,2
27,-133.45,-20.6096,-1498,7,2,3
28,-164.368,-16.4412,-1498,7,2,3
29,-110.638,-9.09765,-1498,7,2,3
30,-106.111,-13.8679,-1498,7,2,3
31,-146.633,-18.2079,-1498,7,2,3
32,-162.047,-30.2024,-1498,7,2,3
33,-97.4474,-29.9512,-1498,7,2,4
34,-54.4961,-16.0915,-1498,7,2,4
35,-63.9687,-8.44144,-1498,7,2,4
36,-94.319,-30.3314,-1498,7,2,4
37,-95.1367,-23.4317,-1498,7,2,4
38,-53.6189,-16.6129,-1498,7,2,4
39,-92.1992,-17.6872,-1498,7,2,4
40,-62.4257,-16.5554,-1498,7,2,4
41,-52.1743,-7.40958,-1498,7,2,4
42,-70.2798,-11.5506,-1498,7,2,4
43,-82.1551,-17.0241,-1498,7,2,4
44,-59.0159,-20.8789,-1498,7,2,4
45,-67.5659,-17.0696,-1498,7,2,4
46,-34.4627,-3.87729,-1498,7,2,4
47,-55.1852,-17.7995,-1498,7,2,4
48,-59.8715,-18.976,-1498,7,2,4
49,-124.446,-26.7268,-1502,7,2,5
50,-106.959,-26.004,-1502,7,2,5
51,-116.38,-27.8089,-1502,7,2,5
52,-103.327,-26.6907,-1502,7,2,5
53,-129.312,-29.8556,-1502,7,2,5
54,-111.504,-28.4085,-1502,7,2,5
55,-122.787,-29.1104,-1502,7,2,5
56,-126,-26.5788,-1502,7,2,5
57,-139.205,-33.1774,-1502,7,2,5
58,-154.218,-33.0614,-1502,7,2,5
59,-114.447,-25.5053,-1502,7,2,5
60,-141.607,-28.4517,-1502,7,2,5
61,-162.462,-30.4289,-1502,7,2,5
62,-128.848,-23.3963,-1502,7,2,5
