particle_id,vx,vy,vz,px,py,pz,q,nhits
4503668346847232,0.0176154,-0.0003345,3.60832,-0.0223202,0.157653,3.58656,-1,14
4503737066323968,0.0176154,-0.0003345,3.60832,0.687677,-0.199468,1.79152,1,11
4503805785800704,0.0176154,-0.0003345,3.60832,0.290892,-0.419337,0.581035,1,11
4504011944230912,0.0176154,-0.0003345,3.60832,2.90243,4.46769,4.60364,-1,12
4504080663707648,0.0176154,-0.0003345,3.60832,10.4344,8.2128,14.4043,1,9
4504218102661120,0.0176154,-0.0003345,3.60832,0.488172,-0.508654,-0.824871,-1,13
4504286822137856,0.0176154,-0.0003345,3.60832,0.33537,0.19179,0.578878,-1,15
4504355541614592,0.0176154,-0.0003345,3.60832,0.404785,0.257119,0.989555,-1,12
4504424261091328,0.0176154,-0.0003345,3.60832,-0.428149,0.112274,0.458321,-1,11
4504492980568064,0.0176154,-0.0003345,3.60832,-2.56641,-0.347702,1.55795,1,13
4504699138998272,0.0176154,-0.0003345,3.60832,-0.328177,-0.370639,-0.00854917,-1,11
4504767858475008,0.0176154,-0.0003345,3.60832,-0.370179,-0.0600743,-0.805723,1,11
4504836577951744,0.0176154,-0.0003345,3.60832,-0.203723,0.135951,-0.742304,1,11
4504905297428480,0.0176154,-0.0003345,3.60832,-0.0837591,-0.298685,-0.667855,-1,14
4504974016905216,0.0176154,-0.0003345,3.60832,-4.80826,0.565603,25.4769,-1,12
4505042736381952,0.0176154,-0.0003345,3.60832,-2.44105,0.31313,13.4935,1,4
4505111455858688,0.0176154,-0.0003345,3.60832,-2.74959,-1.57647,25.1845,1,9
4505180175335424,0.0176154,-0.0003345,3.60832,0.123291,-0.445608,1.41866,1,12
4505317614288896,0.0176154,-0.0003345,3.60832,0.644965,0.875916,-1.46648,-1,11
4505386333765632,0.0176154,-0.0003345,3.60832,1.07849,-1.043,-1.11913,1,13
4505455053242368,0.0176154,-0.0003345,3.60832,0.0499629,0.348976,-0.427903,-1,4
4505523772719104,0.0176154,-0.0003345,3.60832,0.188418,-0.0488494,-1.59924,1,1
4505592492195840,0.0176154,-0.0003345,3.60832,0.413438,-0.195509,-1.36433,-1,14
4505661211672576,0.0176154,-0.0003345,3.60832,-1.03974,-0.345042,-6.56911,1,14
4505729931149312,0.0176154,-0.0003345,3.60832,-0.339274,0.321221,-2.3499,1,9
4505798650626048,0.0176154,-0.0003345,3.60832,-0.812083,0.629009,-7.4517,-1,15
4505867370102784,0.0176154,-0.0003345,3.60832,-0.776086,-0.30529,-4.47216,1,11
4505936089579520,0.0176154,-0.0003345,3.60832,-0.203923,0.0582053,-2.4484,1,0
4506004809056256,0.0176154,-0.0003345,3.60832,-0.769915,0.997226,12.978,-1,11
4506073528532992,0.0176154,-0.0003345,3.60832,0.129454,-0.0524141,3.33069,1,0
4506485845393408,0.0176154,-0.0003345,3.60832,1.91184,0.256194,12.5335,1,8
4506554564870144,0.0176154,-0.0003345,3.60832,0.369405,-0.934594,10.2369,-1,7
4506623284346880,0.0176154,-0.0003345,3.60832,-0.648081,-0.714482,6.21158,1,14
4506692003823616,0.0176154,-0.0003345,3.60832,0.0746316,-0.0710154,2.25641,-1,0
4506760723300352,0.0176154,-0.0003345,3.60832,0.106351,-0.146554,1.03308,-1,11
4506829442777088,0.0176154,-0.0003345,3.60832,-0.55066,-1.44238,8.2041,1,4
4506898162253824,0.0176154,-0.0003345,3.60832,0.546242,0.0891177,0.585169,1,9
4506966881730560,0.0176154,-0.0003345,3.60832,0.435461,-0.869174,1.16705,1,13
4507035601207296,0.0176154,-0.0003345,3.60832,0.495198,0.779644,0.34218,-1,9
4507173040160768,0.0176154,-0.0003345,3.60832,-0.40794,0.275777,2.19049,-1,12
4507241759637504,0.0176154,-0.0003345,3.60832,-0.601573,0.968109,2.6415,1,10
4507379198590976,0.0176154,-0.0003345,3.60832,-2.19442,0.891682,6.98317,1,15
4507447918067712,0.0176154,-0.0003345,3.60832,-0.1823,0.273218,2.85844,-1,10
4507516637544448,0.0176154,-0.0003345,3.60832,0.0719723,0.787702,7.34147,1,12
4507585357021184,0.0176154,-0.0003345,3.60832,-0.33427,-0.852561,-12.7751,-1,13
4507654076497920,0.0176154,-0.0003345,3.60832,0.00529861,-0.413643,-5.2955,1,10
4507791515451392,0.0176154,-0.0003345,3.60832,0.359802,0.350995,-3.44454,1,12
4507860234928128,0.0176154,-0.0003345,3.60832,0.114398,-0.344623,-0.436285,-1,12
4507928954404864,0.0176154,-0.0003345,3.60832,-0.231346,0.301741,-0.0818087,1,14
4507997673881600,0.0176154,-0.0003345,3.60832,-0.485479,-0.184567,1.36864,-1,0
4508066393358336,0.0176154,-0.0003345,3.60832,-2.41534,-0.00234095,5.12559,1,14
