hit_id,x,y,z,volume_id,layer_id,module_id
1,-81.9264,-9.68272,-1502.5,7,2,1
2,-77.3852,1.90931,-1502.5,7,2,1
3,-54.4578,-8.37352,-1502.5,7,2,1
4,-76.4179,-8.94826,-1502.5,7,2,1
5,-45.5969,-8.57894,-1502.5,7,2,1
6,-63.2819,-6.66057,-1502.5,7,2,1
7,-75.4168,-6.61252,-1502.5,7,2,1
8,-95.3004,-8.47832,-1502.5,7,2,1
9,-49.0931,0.173736,-1502.5,7,2,1
10,-54.0318,-12.3524,-1502.5,7,2,1
11,-53.8001,-5.66357,-1502.5,7,2,1
12,-90.2111,0.699276,-1502.5,7,2,1
13,-81.9821,-3.26731,-1502.5,7,2,1
14,-57.5258,1.21532,-1502.5,7,2,1
15,-113.954,-10.8994,-1502,7,2,2
16,-136.002,-1.40754,-1502,7,2,2
17,-135.996,-13.0697,-1502,7,2,2
18,-166.5,-10.1253,-1502,7,2,2
19,-118.44,-10.0056,-1502,7,2,2
20,-112.542,-1.02366,-1502,7,2,2
21,-141.334,-13.9171,-1502,7,2,2
22,-117.134,2.57766,-1502,7,2,2
23,-115.808,-5.72952,-1502,7,2,2
24,-107.406,-19.6522,-1498,7,2,3
25,-133.337,-21.1491,-1498,7,2,3
26,-114.365,-10.8797,-1498,7,2,3
27,-113.648,-16.4337,-1498,7,2,3
28,-135.646,-13.0404,-1498,7,2,3
29,-140.943,-13.8298,-1498,7,2,3
30,-160.751,-23.2063,-1498,7,2,3
31,-118.2,-19.7582,-1498,7,2,3
32,-134.658,-19.7179,-1498,7,2,3
33,-172.369,-26.6443,-1498,7,2,3
34,-118.124,-9.99044,-1498,7,2,3
35,-113.296,-19.7671,-1498,7,2,3
36,-109.641,-19.9135,-1498,7,2,3
37,-151.031,-26.394,-1498,7,2,3
38,-56.7137,-19.1435,-1498,7,2,4
39,-54.32,-8.33609,-1498,7,2,4
40,-53.6349,-5.7034,-1498,7,2,4
41,-64.1265,-14.2899,-1498,7,2,4
42,-62.3433,-16.1757,-1498,7,2,4
43,-73.658,-19.4063,-1498,7,2,4
44,-53.9028,-12.2981,-1498,7,2,4
45,-63.1146,-6.64235,-1498,7,2,4
46,-97.319,-20.9442,-1498,7,2,4
47,-53.5333,-18.1743,-1498,7,2,4
48,-52.0373,-18.7921,-1498,7,2,4
49,-60.9705,-23.2507,-1498,7,2,4
50,-64.8609,-22.9506,-1498,7,2,4
51,-46.0739,-8.56746,-1498,7,2,4
52,-74.6135,-17.836,-1498,7,2,4
53,-55.5134,-17.8783,-1498,7,2,4
54,-72.5577,-24.747,-1498,7,2,4
55,-83.5392,-18.4877,-1498,7,2,4
56,-113.592,-19.808,-1502,7,2,5
57,-127.187,-28.0906,-1502,7,2,5
58,-150.057,-30.8501,-1502,7,2,5
59,-118.909,-30.6124,-1502,7,2,5
60,-148.205,-42.1768,-1502,7,2,5
61,-106.908,-25.3757,-1502,7,2,5
62,-107.729,-19.663,-1502,7,2,5
63,-109.924,-19.9214,-1502,7,2,5
64,-105.393,-31.0803,-1502,7,2,5
65,-43.1888,-25.1901,-1502,7,2,6
66,-61.1479,-23.2988,-1502,7,2,6
67,-56.8542,-19.1931,-1502,7,2,6
68,-70.8952,-35.7789,-1502,7,2,6
69,-55.8609,-22.7016,-1502,7,2,6
70,-87.5204,-37.091,-1502,7,2,6
71,-89.2482,-43.6516,-1502,7,2,6
72,-78.3081,-34.7905,-1502,7,2,6
73,-48.7815,-27.4309,-1502,7,2,6
74,-52.1463,-18.8667,-1502,7,2,6
75,-84.2688,-35.0947,-1502,7,2,6
76,-92.9516,-32.3592,-1502,7,2,6
77,-60.9957,-25.9357,-1502,7,2,6
78,-53.6449,-18.1885,-1502,7,2,6
79,-72.7416,-24.8539,-1502,7,2,6
80,-82.5392,-30.157,-1502,7,2,6
81,-55.6577,-17.8858,-1502,7,2,6
82,-69.7465,-35.4655,-1502,7,2,6
83,-65.0396,-23.0166,-1502,7,2,6
84,-129.15,-43.1022,-1498,7,2,7
85,-147.818,-42.0817,-1498,7,2,7
86,-149.509,-47.7638,-1498,7,2,7
87,-156.433,-60.4731,-1498,7,2,7
88,-142.452,-55.2598,-1498,7,2,7
89,-110.239,-37.555,-1498,7,2,7
90,-105.125,-31.0421,-1498,7,2,7
91,-156.852,-60.6484,-1502,7,2,8
92,-131.035,-64.3891,-1502,7,2,8
93,-105.039,-50.0139,-1502,7,2,8
94,-142.862,-55.3458,-1502,7,2,8
95,-153.465,-73.3638,-1502,7,2,8
96,-119.952,-59.55,-1502,7,2,8
97,-130.544,-58.8161,-1502,7,2,8
98,-155.236,-62.0118,-1502,7,2,8
99,-154.743,-68.5169,-1502,7,2,8
100,-69.5169,-35.3578,-1497.5,7,2,9
101,-70.8029,-48.4019,-1497.5,7,2,9
102,-44.4786,-35.3783,-1497.5,7,2,9
