hit_id,x,y,z,volume_id,layer_id,module_id
1,-94.061,-9.33372,-1502.5,7,2,1
2,-66.0213,-9.13313,-1502.5,7,2,1
3,-56.0314,1.58371,-1502.5,7,2,1
4,-62.7719,-0.952961,-1502.5,7,2,1
5,-48.7884,4.31311,-1502.5,7,2,1
6,-85.994,-9.15022,-1502.5,7,2,1
7,-84.3006,-10.973,-1502.5,7,2,1
8,-64.8269,-8.53758,-1502.5,7,2,1
9,-96.4213,-5.70772,-1502.5,7,2,1
10,-69.3086,1.09047,-1502.5,7,2,1
11,-60.3779,-11.297,-1502.5,7,2,1
12,-31.1957,2.18415,-1502.5,7,2,1
13,-74.454,-8.09154,-1502.5,7,2,1
14,-76.5808,-3.29361,-1502.5,7,2,1
15,-77.8899,1.86959,-1502.5,7,2,1
16,-111.544,-5.48234,-1502,7,2,2
17,-144.075,-13.1429,-1502,7,2,2
18,-132.767,-1.95872,-1502,7,2,2
19,-156.31,-10.355,-1502,7,2,2
20,-135.379,-23.5075,-1498,7,2,3
21,-143.702,-13.104,-1498,7,2,3
22,-107.171,-15.2274,-1498,7,2,3
23,-173.878,-19.0804,-1498,7,2,3
24,-60.0034,-20.139,-1498,7,2,4
25,-52.2936,-16.5911,-1498,7,2,4
26,-60.1747,-11.2329,-1498,7,2,4
27,-65.8364,-9.09551,-1498,7,2,4
28,-64.6484,-8.50178,-1498,7,2,4
29,-59.4405,-15.8902,-1498,7,2,4
30,-49.7061,-6.40566,-1498,7,2,4
31,-64.913,-19.9293,-1498,7,2,4
32,-76.3894,-16.4626,-1498,7,2,4
33,-63.2575,-20.5602,-1498,7,2,4
34,-63.5589,-17.136,-1498,7,2,4
35,-135.76,-23.5837,-1502,7,2,5
36,-102.118,-31.4915,-1502,7,2,5
37,-125.398,-33.8337,-1502,7,2,5
38,-154.134,-30.679,-1502,7,2,5
39,-132.221,-28.3502,-1502,7,2,5
40,-110.122,-32.3468,-1502,7,2,5
41,-167.331,-47.0551,-1502,7,2,5
42,-123.937,-29.3809,-1502,7,2,5
43,-71.5851,-27.3514,-1502,7,2,6
44,-63.4173,-20.6128,-1502,7,2,6
45,-59.571,-15.9348,-1502,7,2,6
46,-76.9841,-27.6936,-1502,7,2,6
47,-90.0087,-32.1144,-1502,7,2,6
48,-73.1056,-31.3908,-1502,7,2,6
49,-57.4536,-26.044,-1502,7,2,6
50,-88.9686,-40.5051,-1502,7,2,6
51,-65.0718,-19.9992,-1502,7,2,6
52,-60.1818,-20.1927,-1502,7,2,6
53,-74.0145,-30.306,-1502,7,2,6
54,-128.092,-49.6891,-1498,7,2,7
55,-125.057,-33.7711,-1498,7,2,7
56,-101.836,-31.3633,-1498,7,2,7
57,-132.129,-40.7784,-1498,7,2,7
58,-151.039,-45.7454,-1498,7,2,7
59,-119.715,-61.4923,-1502,7,2,8
60,-121.478,-53.4465,-1502,7,2,8
61,-140.032,-58.1525,-1502,7,2,8
62,-128.902,-52.68,-1502,7,2,8
63,-61.2505,-43.4278,-1497.5,7,2,9
64,-57.3173,-25.9467,-1497.5,7,2,9
65,-61.0723,-37.044,-1497.5,7,2,9
66,-47.033,-35.9468,-1497.5,7,2,9
67,-54.6276,-32.2737,-1497.5,7,2,9
68,-67.8872,-42.393,-1497.5,7,2,9
69,-42.8873,-34.6378,-1497.5,7,2,9
70,-49.8888,-30.4253,-1497.5,7,2,9
71,-68.0064,-38.4198,-1497.5,7,2,9
72,-119.391,-65.4416,-1498,7,2,10
73,-102.795,-65.2977,-1498,7,2,10
74,-131.418,-77.3154,-1498,7,2,10
75,-138.713,-72.5982,-1498,7,2,10
76,-101.697,-79.2092,-1502,7,2,11
77,-142.301,-97.8725,-1502,7,2,11
78,-103.061,-65.4769,-1502,7,2,11
79,-140.765,-101.71,-1502,7,2,11
80,-131.427,-87.9389,-1502,7,2,11
81,-105.971,-71.7737,-1502,7,2,11
82,-103.613,-70.643,-1502,7,2,11
83,-111.443,-83.4971,-1502,7,2,11
84,-61.4518,-43.5751,-1502.5,7,2,12
85,-40.39,-37.4881,-1502.5,7,2,12
86,-78.7825,-58.5741,-1502.5,7,2,12
87,-50.881,-52.7607,-1502.5,7,2,12
88,-43.029,-34.7447,-1502.5,7,2,12
89,-69.4355,-52.6758,-1502.5,7,2,12
90,-63.627,-62.5947,-1502.5,7,2,12
91,-63.4089,-53.2029,-1502.5,7,2,12
92,-47.2121,-36.016,-1502.5,7,2,12
93,-31.0321,-19.0088,-1502.5,7,2,12
94,-38.5242,-43.9166,-1502.5,7,2,12
95,-98.2495,-86.1673,-1498,7,2,13
96,-81.8668,-74.9029,-1498,7,2,13
97,-85.843,-60.7084,-1498,7,2,13
98,-95.8708,-85.2968,-1498,7,2,13
99,-94.0418,-78.5787,-1498,7,2,13
100,-89.0598,-77.9513,-1498,7,2,13
101,-101.396,-79.0317,-1498,7,2,13
102,-69.1093,-70.6386,-1498,7,2,14
103,-56.9956,-76.4723,-1498,7,2,14
104,-55.869,-69.9631,-1498,7,2,14
105,-40.3096,-37.3805,-1498,7,2,14
106,-50.7081,-52.6227,-1498,7,2,14
107,-44.0954,-57.8266,-1498,7,2,14
108,-63.4036,-62.4183,-1498,7,2,14
109,-49.5473,-56.2032,-1498,7,2,14
110,-38.1707,-47.5022,-1498,7,2,14
111,-38.3553,-43.7919,-1498,7,2,14
112,-51.9953,-56.9138,-1498,7,2,14
113,-27.593,-43.6631,-1498,7,2,14
114,-35.4365,-42.0682,-1498,7,2,14
115,-78.8623,-79.3926,-1502,7,2,15
116,-96.1069,-85.5356,-1502,7,2,15
117,-82.1037,-75.068,-1502,7,2,15
118,-95.1919,-95.9343,-1502,7,2,15
119,-89.2744,-78.2082,-1502,7,2,15
120,-86.1414,-103.462,-1498,7,2,16
121,-109.037,-121.173,-1498,7,2,16
122,-80.9287,-98.3588,-1498,7,2,16
123,-69.9224,-90.9744,-1498,7,2,16
124,-97.0405,-106.256,-1498,7,2,16
125,-35.5169,-42.2166,-1502,7,2,17
126,-35.9414,-70.852,-1502,7,2,17
127,-25.5734,-55.0391,-1502,7,2,17
128,-37.1121,-57.9299,-1502,7,2,17
129,-26.9702,-54.7769,-1502,7,2,17
130,-27.682,-43.7853,-1502,7,2,17
131,-41.8737,-72.4944,-1502,7,2,17
132,-44.2304,-57.9669,-1502,7,2,17
133,-48.3223,-81.295,-1502,7,2,17
134,-53.8586,-78.0805,-1502,7,2,17
135,-41.9858,-70.3806,-1502,7,2,17
136,-38.3074,-47.6315,-1502,7,2,17
137,-29.9761,-55.3758,-1502,7,2,17
138,-77.7903,-102.286,-1502,7,2,18
139,-63.6706,-95.9115,-1502,7,2,18
