particle_id,vx,vy,vz,px,py,pz,q,nhits
4503668346847232,0.00273649,0.0128575,4.56198,-2.61809,-55.3819,-78.6908,-1,15
4504011944230912,0.00273649,0.0128575,4.56198,-0.548123,-1.41508,13.3295,-1,2
4504080663707648,0.00273649,0.0128575,4.56198,-0.341327,-0.709826,-0.172852,-1,12
4504149383184384,0.00273649,0.0128575,4.56198,-5.39623,11.7872,32.8917,-1,10
4504218102661120,0.00273649,0.0128575,4.56198,-7.07712,14.118,39.322,1,11
4504286822137856,0.00273649,0.0128575,4.56198,6.93556,0.860647,3.10313,-1,13
4504355541614592,0.00273649,0.0128575,4.56198,-0.112486,0.101953,0.0620309,1,3
4504424261091328,0.00273649,0.0128575,4.56198,0.232925,0.362154,-1.96555,-1,13
4504492980568064,0.00273649,0.0128575,4.56198,1.58214,2.00403,-16.9249,-1,16
4504561700044800,0.00273649,0.0128575,4.56198,-0.360641,0.00544459,-1.64626,-1,13
4504630419521536,0.00273649,0.0128575,4.56198,-0.346055,0.707215,3.39732,1,11
4504699138998272,0.00273649,0.0128575,4.56198,1.42122,3.87898,28.3523,-1,11
4504767858475008,0.00273649,0.0128575,4.56198,1.06635,0.186471,28.9557,1,4
4504836577951744,0.00273649,0.0128575,4.56198,0.441163,-0.486412,-8.8305,-1,13
4505042736381952,0.00273649,0.0128575,4.56198,-0.93591,1.08061,6.992,-1,14
4505111455858688,0.00273649,0.0128575,4.56198,0.535777,0.689335,15.7585,-1,16
4505180175335424,0.00273649,0.0128575,4.56198,-0.364765,-0.190176,8.65766,1,13
4505455053242368,0.00273649,0.0128575,4.56198,-3.83732,4.87851,-4.81132,1,10
4505523772719104,0.00273649,0.0128575,4.56198,0.284217,3.28589,5.21985,-1,12
4505592492195840,0.00273649,0.0128575,4.56198,-0.0777016,1.13067,2.2259,1,13
4505661211672576,0.00273649,0.0128575,4.56198,-0.69399,1.38433,40.4319,1,12
4505936089579520,0.00273649,0.0128575,4.56198,-0.132193,0.459143,-1.88075,1,11
4506004809056256,0.00273649,0.0128575,4.56198,-0.68144,1.40319,-4.12617,-1,13
4506073528532992,0.00273649,0.0128575,4.56198,-0.767498,0.774183,-4.18964,1,14
4506210967486464,0.00273649,0.0128575,4.56198,-3.46288,2.11927,-5.44837,-1,9
4506279686963200,0.00273649,0.0128575,4.56198,-0.454422,0.326581,-0.798818,-1,9
4506417125916672,0.00273649,0.0128575,4.56198,-0.0550594,0.113455,-0.109952,-1,0
4506485845393408,0.00273649,0.0128575,4.56198,-0.377295,-0.294301,-2.86948,-1,12
4506554564870144,0.00273649,0.0128575,4.56198,0.372205,-0.191697,9.16697,1,13
4506692003823616,0.00273649,0.0128575,4.56198,1.29671,-1.68087,45.4006,-1,14
4506829442777088,0.00273649,0.0128575,4.56198,-0.38469,-0.398952,5.02358,-1,10
4506898162253824,0.00273649,0.0128575,4.56198,0.676052,0.130923,0.694129,1,12
4506966881730560,0.00273649,0.0128575,4.56198,-0.346442,-0.185898,-0.497999,-1,12
4507035601207296,0.00273649,0.0128575,4.56198,-0.553725,-0.0802373,-1.82577,-1,13
4507104320684032,0.00273649,0.0128575,4.56198,0.163893,-0.60256,-1.55007,1,12
4507241759637504,0.00273649,0.0128575,4.56198,0.18868,2.24717,-48.8339,1,12
4507654076497920,0.00273649,0.0128575,4.56198,0.399641,-0.466273,0.926018,1,11
4507722795974656,0.00273649,0.0128575,4.56198,0.884253,-1.25076,3.66604,-1,11
4507791515451392,0.00273649,0.0128575,4.56198,0.0595939,-0.319908,1.74202,1,12
4507860234928128,0.00273649,0.0128575,4.56198,0.44499,-0.256451,0.61038,-1,10
4507928954404864,0.00273649,0.0128575,4.56198,1.54126,-2.39847,4.22921,-1,12
4507997673881600,0.00273649,0.0128575,4.56198,1.20415,-1.85537,2.01486,1,12
4508066393358336,0.00273649,0.0128575,4.56198,-0.239532,-0.273931,1.94601,-1,5
4508135112835072,0.00273649,0.0128575,4.56198,-0.251081,-0.137355,0.262668,1,13
4508203832311808,0.00273649,0.0128575,4.56198,-0.375094,-0.114467,-0.0313676,-1,11
4508272551788544,0.00273649,0.0128575,4.56198,0.188419,0.105181,-0.030384,1,9
4508341271265280,0.00273649,0.0128575,4.56198,-0.56745,-0.815557,0.329583,-1,11
4508409990742016,0.00273649,0.0128575,4.56198,-0.121657,-0.366475,-0.163908,-1,12
4508478710218752,0.00273649,0.0128575,4.56198,-0.245128,-0.477136,0.107987,1,13
4508547429695488,0.00273649,0.0128575,4.56198,1.41802,-0.636528,0.00404165,-1,14
4508616149172224,0.00273649,0.0128575,4.56198,-0.36811,-0.035009,-0.70564,1,11
4508684868648960,0.00273649,0.0128575,4.56198,0.242013,-1.11809,-0.65139,-1,11
4508753588125696,0.00273649,0.0128575,4.56198,0.540644,0.18204,-0.344752,-1,13
4508822307602432,0.00273649,0.0128575,4.56198,3.01038,2.44525,-1.06026,1,3
4508891027079168,0.00273649,0.0128575,4.56198,0.345593,0.212728,-0.0875745,-1,12
4508959746555904,0.00273649,0.0128575,4.56198,-0.605931,-1.24252,-1.84316,-1,9
