hit_id,x,y,z,volume_id,layer_id,module_id
1,-59.978,-9.20921,-1502.5,7,2,1
2,-61.2742,-11.2171,-1502.5,7,2,1
3,-80.1681,-5.03042,-1502.5,7,2,1
4,-58.4233,-3.87077,-1502.5,7,2,1
5,-60.4323,-0.568218,-1502.5,7,2,1
6,-67.2001,-9.92806,-1502.5,7,2,1
7,-69.5767,-1.23774,-1502.5,7,2,1
8,-38.9825,1.47101,-1502.5,7,2,1
9,-101.001,-10.7964,-1502.5,7,2,1
10,-86.844,-4.80351,-1502.5,7,2,1
11,-59.6085,1.15172,-1502.5,7,2,1
12,-65.9895,-11.6885,-1502.5,7,2,1
13,-58.8968,2.86283,-1502.5,7,2,1
14,-84.1691,-5.09454,-1502.5,7,2,1
15,-87.1841,0.23534,-1502.5,7,2,1
16,-82.0475,-10.5449,-1502.5,7,2,1
17,-118.07,-8.03648,-1502,7,2,2
18,-119.316,-7.89384,-1502,7,2,2
19,-158.636,0.964098,-1502,7,2,2
20,-127.202,-4.88904,-1502,7,2,2
21,-158.943,-1.06666,-1502,7,2,2
22,-139.665,-7.43315,-1502,7,2,2
23,-169.195,-4.0708,-1502,7,2,2
24,-139.076,-9.20785,-1502,7,2,2
25,-170.102,-9.94152,-1502,7,2,2
26,-115.451,-22.6424,-1498,7,2,3
27,-161.503,-23.5132,-1498,7,2,3
28,-110.304,-21.9244,-1498,7,2,3
29,-161.329,-16.623,-1498,7,2,3
30,-117.478,-17.069,-1498,7,2,3
31,-117.738,-8.01809,-1498,7,2,3
32,-136.571,-18.2178,-1498,7,2,3
33,-155.726,-21.8996,-1498,7,2,3
34,-83.4449,-22.013,-1498,7,2,4
35,-61.1011,-21.688,-1498,7,2,4
36,-61.058,-11.1878,-1498,7,2,4
37,-65.7592,-11.648,-1498,7,2,4
38,-59.3403,-16.1746,-1498,7,2,4
39,-59.7979,-9.18841,-1498,7,2,4
40,-51.2571,-19.2218,-1498,7,2,4
41,-66.979,-9.88403,-1498,7,2,4
42,-82.533,-15.9321,-1498,7,2,4
43,-77.2834,-20.9312,-1498,7,2,4
44,-78.303,-16.0993,-1498,7,2,4
45,-35.6147,-11.7127,-1498,7,2,4
46,-69.1906,-16.3284,-1498,7,2,4
47,-52.0242,-20.8458,-1498,7,2,4
48,-81.8189,-16.7377,-1498,7,2,4
49,-58.5333,-18.5519,-1498,7,2,4
50,-118.273,-30.4629,-1502,7,2,5
51,-110.585,-22.0285,-1502,7,2,5
52,-146.452,-32.0662,-1502,7,2,5
53,-156.12,-45.2199,-1502,7,2,5
54,-144.495,-35.0892,-1502,7,2,5
55,-115.748,-22.6779,-1502,7,2,5
56,-117.659,-32.7326,-1502,7,2,5
57,-119.673,-34.4903,-1502,7,2,5
58,-156.883,-38.9274,-1502,7,2,5
59,-163.631,-31.4745,-1502,7,2,5
60,-85.9595,-32.9267,-1502,7,2,6
61,-71.6967,-36.4897,-1502,7,2,6
62,-85.9601,-40.1248,-1502,7,2,6
63,-58.6722,-18.5932,-1502,7,2,6
64,-74.9922,-36.1771,-1502,7,2,6
65,-52.2698,-20.9203,-1502,7,2,6
66,-82.0242,-38.6028,-1502,7,2,6
67,-51.4299,-19.2735,-1502,7,2,6
68,-59.5273,-16.1873,-1502,7,2,6
69,-60.2334,-31.0921,-1502,7,2,6
70,-93.1254,-39.142,-1502,7,2,6
71,-51.1445,-22.6408,-1502,7,2,6
72,-65.996,-31.5848,-1502,7,2,6
73,-61.2619,-21.7224,-1502,7,2,6
74,-94.4128,-35.8869,-1502,7,2,6
75,-121.793,-47.7028,-1498,7,2,7
76,-111.727,-36.4492,-1498,7,2,7
77,-127.373,-49.6256,-1498,7,2,7
78,-162.799,-47.0503,-1498,7,2,7
79,-108.77,-38.2225,-1498,7,2,7
80,-138.708,-48.9405,-1498,7,2,7
81,-125.323,-42.8213,-1498,7,2,7
82,-119.352,-34.4393,-1498,7,2,7
83,-117.323,-32.7047,-1498,7,2,7
84,-155.707,-45.0949,-1498,7,2,7
85,-134.567,-66.2767,-1502,7,2,8
86,-98.58,-42.9534,-1502,7,2,8
87,-122.118,-47.8261,-1502,7,2,8
88,-141.007,-68.0816,-1502,7,2,8
89,-156.235,-61.9064,-1502,7,2,8
90,-98.9334,-47.9682,-1502,7,2,8
91,-151.256,-68.7264,-1502,7,2,8
92,-127.736,-49.6509,-1502,7,2,8
93,-148.54,-71.9678,-1502,7,2,8
94,-74.7704,-36.1142,-1497.5,7,2,9
95,-48.085,-38.6439,-1497.5,7,2,9
96,-71.5054,-36.3418,-1497.5,7,2,9
97,-50.9178,-30.5281,-1497.5,7,2,9
98,-82.1409,-45.6153,-1497.5,7,2,9
99,-65.7935,-31.4928,-1497.5,7,2,9
100,-62.3903,-39.8454,-1497.5,7,2,9
101,-56.5889,-39.5157,-1497.5,7,2,9
102,-79.9592,-46.9173,-1497.5,7,2,9
103,-60.5947,-41.6772,-1497.5,7,2,9
104,-60.48,-45.0081,-1497.5,7,2,9
105,-60.0727,-30.9778,-1497.5,7,2,9
106,-45.2163,-36.1823,-1497.5,7,2,9
107,-50.5747,-40.2869,-1497.5,7,2,9
108,-47.1305,-38.5868,-1497.5,7,2,9
