particle_id,vx,vy,vz,px,py,pz,q,nhits
4503805785800704,-0.00740225,-0.00739155,5.80297,34.5974,2.81651,1.35477,-1,13
4504080663707648,-0.00740225,-0.00739155,5.80297,0.498679,-0.314597,0.133369,1,12
4504149383184384,-0.00740225,-0.00739155,5.80297,0.0142378,-0.546411,0.09974,-1,14
4504218102661120,-0.00740225,-0.00739155,5.80297,0.133344,-0.981769,0.121515,1,11
4504355541614592,-0.00740225,-0.00739155,5.80297,0.10856,-0.151867,-1.84942,-1,14
4504424261091328,-0.00740225,-0.00739155,5.80297,0.10952,1.21809,-12.9259,-1,9
4504561700044800,-0.00740225,-0.00739155,5.80297,0.203717,-0.073986,-1.85068,-1,10
4505111455858688,-0.00740225,-0.00739155,5.80297,-0.767351,0.520801,15.5782,-1,0
4505317614288896,-0.00740225,-0.00739155,5.80297,-0.166879,-1.39117,11.8133,-1,15
4505386333765632,-0.00740225,-0.00739155,5.80297,-2.01388,-0.379528,12.3823,1,12
4505455053242368,-0.00740225,-0.00739155,5.80297,0.27847,-1.8297,23.5649,-1,0
4505523772719104,-0.00740225,-0.00739155,5.80297,-0.216087,-0.577015,6.31144,1,9
4505592492195840,-0.00740225,-0.00739155,5.80297,0.375752,-0.410579,5.64493,-1,13
4505798650626048,-0.00740225,-0.00739155,5.80297,5.48394,10.7376,30.732,-1,11
4505867370102784,-0.00740225,-0.00739155,5.80297,2.31098,3.7313,10.4056,1,11
4505936089579520,-0.00740225,-0.00739155,5.80297,0.0317925,0.278575,1.37833,-1,2
4506004809056256,-0.00740225,-0.00739155,5.80297,-0.337656,1.26943,1.83669,-1,12
4506073528532992,-0.00740225,-0.00739155,5.80297,1.23905,0.76048,-0.00970791,-1,10
4506142248009728,-0.00740225,-0.00739155,5.80297,3.65801,2.63122,1.97709,1,11
4506210967486464,-0.00740225,-0.00739155,5.80297,-0.112313,0.119982,-1.31931,-1,10
4506348406439936,-0.00740225,-0.00739155,5.80297,0.120054,0.245146,-0.490053,-1,13
4506417125916672,-0.00740225,-0.00739155,5.80297,-1.78259,0.638922,-1.45655,1,13
4506485845393408,-0.00740225,-0.00739155,5.80297,-2.4007,1.00354,-2.75092,1,13
4506554564870144,-0.00740225,-0.00739155,5.80297,-0.226632,-0.0724913,-1.40004,1,11
4506623284346880,-0.00740225,-0.00739155,5.80297,-0.065327,-0.565968,-0.126686,-1,11
4506760723300352,-0.00740225,-0.00739155,5.80297,2.03998,-1.5715,-0.798053,-1,13
4506829442777088,-0.00740225,-0.00739155,5.80297,2.57599,-1.08212,-0.753111,1,11
4506966881730560,-0.00740225,-0.00739155,5.80297,1.56737,0.0544271,-0.626431,-1,13
4507035601207296,-0.00740225,-0.00739155,5.80297,-0.0402519,0.251307,-0.249362,-1,10
4507104320684032,-0.00740225,-0.00739155,5.80297,1.26336,-0.116066,-1.03514,-1,2
4507173040160768,-0.00740225,-0.00739155,5.80297,0.503504,-0.781563,-3.02213,-1,13
4507241759637504,-0.00740225,-0.00739155,5.80297,1.38717,-0.762109,-5.66265,-1,11
4507310479114240,-0.00740225,-0.00739155,5.80297,0.268711,-0.531402,-5.02746,1,11
4507379198590976,-0.00740225,-0.00739155,5.80297,0.162701,0.246942,-0.346346,1,12
4507447918067712,-0.00740225,-0.00739155,5.80297,2.55745,1.70434,-9.84621,-1,13
4507516637544448,-0.00740225,-0.00739155,5.80297,0.387529,0.569941,-3.07565,-1,10
4507585357021184,-0.00740225,-0.00739155,5.80297,-0.271533,1.57575,-4.30899,1,6
4507654076497920,-0.00740225,-0.00739155,5.80297,-0.219812,-0.40867,-0.734665,-1,11
4507722795974656,-0.00740225,-0.00739155,5.80297,-0.430771,1.44438,-0.50814,1,13
4508135112835072,-0.00740225,-0.00739155,5.80297,-0.0516904,0.187896,-0.0552617,1,7
4508272551788544,-0.00740225,-0.00739155,5.80297,-1.00715,-0.309467,-2.19316,-1,10
4508341271265280,-0.00740225,-0.00739155,5.80297,-0.778778,0.115789,2.18284,-1,15
4508409990742016,-0.00740225,-0.00739155,5.80297,0.076871,0.221262,0.547032,1,13
4508478710218752,-0.00740225,-0.00739155,5.80297,0.229243,-0.041327,0.911701,-1,11
4508547429695488,-0.00740225,-0.00739155,5.80297,-0.503151,-0.181268,3.64022,1,1
4508616149172224,-0.00740225,-0.00739155,5.80297,-0.694704,0.0450098,2.16916,-1,2
4508684868648960,-0.00740225,-0.00739155,5.80297,-0.893659,0.436589,8.06155,1,11
4509234624462848,-0.00740225,-0.00739155,5.80297,0.181344,0.206833,-0.946341,-1,10
4509303343939584,-0.00740225,-0.00739155,5.80297,-0.0417915,-0.162447,-0.561938,1,10
4509372063416320,-0.00740225,-0.00739155,5.80297,-0.657387,0.671661,-0.493716,-1,13
4509578221846528,-0.00740225,-0.00739155,5.80297,0.0951351,0.0905384,0.579064,-1,0
4509646941323264,-0.00740225,-0.00739155,5.80297,-0.160617,-0.410612,4.33052,1,1
