hit_id,x,y,z,volume_id,layer_id,module_id
1,-101.486,-2.29457,-1502.5,7,2,1
2,-87.6378,-12.6399,-1502.5,7,2,1
3,-100.132,-9.46043,-1502.5,7,2,1
4,-88.7981,-14.3864,-1502.5,7,2,1
5,-75.7532,-12.2563,-1502.5,7,2,1
6,-75.7271,-14.1408,-1502.5,7,2,1
7,-70.4954,-4.62025,-1502.5,7,2,1
8,-58.4556,-11.3463,-1502.5,7,2,1
9,-59.3881,1.21922,-1502.5,7,2,1
10,-60.8609,-5.76787,-1502.5,7,2,1
11,-63.1395,-7.75277,-1502.5,7,2,1
12,-85.8579,0.590489,-1502.5,7,2,1
13,-88.4671,-3.53672,-1502.5,7,2,1
14,-161.845,-14.0145,-1502,7,2,2
15,-175.321,-4.92718,-1502,7,2,2
16,-145.688,-0.553977,-1502,7,2,2
17,-121.14,-1.32108,-1502,7,2,2
18,-170.44,-4.35116,-1502,7,2,2
19,-142.282,1.25525,-1502,7,2,2
20,-132.385,-7.23269,-1502,7,2,2
21,-111.432,-5.47714,-1502,7,2,2
22,-167.774,-14.5295,-1502,7,2,2
23,-122.098,-6.17051,-1502,7,2,2
24,-161.414,-14.0601,-1498,7,2,3
25,-126.591,-22.177,-1498,7,2,3
26,-148.876,-15.9461,-1498,7,2,3
27,-143.451,-28.0123,-1498,7,2,3
28,-139.536,-23.4274,-1498,7,2,3
29,-141.104,-16.6288,-1498,7,2,3
30,-82.9279,-20.552,-1498,7,2,4
31,-58.2531,-11.2857,-1498,7,2,4
32,-61.9959,-15.0124,-1498,7,2,4
33,-74.5201,-18.2249,-1498,7,2,4
34,-75.5122,-14.0924,-1498,7,2,4
35,-75.5065,-12.1884,-1498,7,2,4
36,-44.9743,-3.3834,-1498,7,2,4
37,-48.7747,-8.59881,-1498,7,2,4
38,-89.7559,-25.1222,-1498,7,2,4
39,-85.4306,-23.621,-1498,7,2,4
40,-78.6407,-26.3617,-1498,7,2,4
41,-77.9693,-25.359,-1498,7,2,4
42,-62.9252,-7.72812,-1498,7,2,4
43,-88.5388,-14.2888,-1498,7,2,4
44,-82.2421,-19.2047,-1498,7,2,4
45,-87.3633,-12.6182,-1498,7,2,4
46,-112.895,-20.8769,-1502,7,2,5
47,-126.937,-22.279,-1502,7,2,5
48,-143.867,-28.0588,-1502,7,2,5
49,-103.377,-23.9288,-1502,7,2,5
50,-157.558,-32.7684,-1502,7,2,5
51,-100.948,-29.7782,-1502,7,2,5
52,-162.466,-43.3223,-1502,7,2,5
53,-116.093,-26.0464,-1502,7,2,5
54,-58.1117,-24.6389,-1502,7,2,6
55,-72.3499,-32.2684,-1502,7,2,6
56,-74.487,-27.2546,-1502,7,2,6
57,-76.179,-31.6355,-1502,7,2,6
58,-78.8353,-26.458,-1502,7,2,6
59,-93.266,-31.8941,-1502,7,2,6
60,-76.1393,-29.292,-1502,7,2,6
61,-54.3219,-24.6386,-1502,7,2,6
62,-87.6978,-32.4019,-1502,7,2,6
63,-70.3809,-35.4036,-1502,7,2,6
64,-164.792,-55.2589,-1498,7,2,7
65,-100.667,-29.6533,-1498,7,2,7
66,-115.704,-41.285,-1498,7,2,7
67,-108.612,-43.232,-1498,7,2,7
68,-142.286,-42.1259,-1498,7,2,7
69,-148.235,-43.8035,-1498,7,2,7
70,-110.216,-52.3544,-1502,7,2,8
71,-158.618,-74.9286,-1502,7,2,8
72,-114.648,-51.9609,-1502,7,2,8
73,-154.615,-68.1324,-1502,7,2,8
74,-70.1892,-35.3006,-1497.5,7,2,9
75,-52.3493,-34.1614,-1497.5,7,2,9
76,-47.3423,-32.0314,-1497.5,7,2,9
77,-75.1148,-40.6647,-1497.5,7,2,9
78,-54.1771,-24.5502,-1497.5,7,2,9
79,-50.0276,-36.5504,-1497.5,7,2,9
80,-75.6349,-53.0049,-1497.5,7,2,9
81,-54.6828,-30.6557,-1497.5,7,2,9
82,-62.7919,-48.1254,-1497.5,7,2,9
83,-89.3008,-48.8301,-1497.5,7,2,9
84,-54.018,-27.5637,-1497.5,7,2,9
85,-73.2589,-52.3596,-1497.5,7,2,9
86,-61.6311,-45.7135,-1497.5,7,2,9
87,-50.0813,-35.5278,-1497.5,7,2,9
88,-48.1324,-36.2687,-1497.5,7,2,9
89,-63.149,-31.5378,-1497.5,7,2,9
90,-135.549,-79.5927,-1498,7,2,10
91,-109.947,-52.2259,-1498,7,2,10
92,-143.274,-77.0899,-1498,7,2,10
93,-126.224,-65.7735,-1498,7,2,10
94,-122.55,-76.988,-1498,7,2,10
95,-103.417,-49.8476,-1498,7,2,10
96,-94.1843,-70.5716,-1502,7,2,11
97,-144.887,-93.9468,-1502,7,2,11
98,-117.051,-79.6063,-1502,7,2,11
99,-105.299,-76.3434,-1502,7,2,11
100,-119.289,-81.0784,-1502,7,2,11
101,-136.019,-93.2052,-1502,7,2,11
