particle_id,vx,vy,vz,px,py,pz,q,nhits
4503668346847232,-0.00518006,-0.00556809,-0.842633,3.00955,-9.45052,-14.1656,1,12
4503943224754176,-0.00518006,-0.00556809,-0.842633,-0.187095,0.724257,9.94042,1,11
4504080663707648,-0.00518006,-0.00556809,-0.842633,-0.402151,0.321542,0.00134795,1,16
4504149383184384,-0.00518006,-0.00556809,-0.842633,0.816894,-0.525528,-1.15008,-1,8
4504218102661120,-0.00518006,-0.00556809,-0.842633,-0.709549,-1.33776,-2.37715,-1,11
4504355541614592,-0.00518006,-0.00556809,-0.842633,0.626855,-2.10603,0.127595,-1,12
4504424261091328,-0.00518006,-0.00556809,-0.842633,1.07583,-5.01567,4.71229,-1,13
4504492980568064,-0.00518006,-0.00556809,-0.842633,1.01533,-0.355703,2.85105,1,13
4505111455858688,-0.00518006,-0.00556809,-0.842633,0.403046,-0.410847,-3.83001,1,13
4505180175335424,-0.00518006,-0.00556809,-0.842633,0.217244,0.658848,-3.90297,-1,13
4505248894812160,-0.00518006,-0.00556809,-0.842633,0.295567,0.158374,-2.92385,1,15
4505317614288896,-0.00518006,-0.00556809,-0.842633,0.349424,0.346121,0.870064,1,14
4505386333765632,-0.00518006,-0.00556809,-0.842633,-0.524271,0.0631101,0.328941,-1,10
4505455053242368,-0.00518006,-0.00556809,-0.842633,0.0423192,0.2122,-0.421625,1,8
4505523772719104,-0.00518006,-0.00556809,-0.842633,-0.347843,0.502524,-4.5408,1,13
4505729931149312,-0.00518006,-0.00556809,-0.842633,-0.989043,0.942958,-4.55657,-1,14
4506073528532992,-0.00518006,-0.00556809,-0.842633,0.312662,-0.0996697,-2.60543,-1,11
4506142248009728,-0.00518006,-0.00556809,-0.842633,-0.202118,0.182847,-0.948362,1,12
4506210967486464,-0.00518006,-0.00556809,-0.842633,-0.205215,0.94228,2.25633,1,12
4506279686963200,-0.00518006,-0.00556809,-0.842633,-0.432905,-0.30966,2.28185,-1,11
4506348406439936,-0.00518006,-0.00556809,-0.842633,0.640443,-0.58682,8.97047,1,14
4506417125916672,-0.00518006,-0.00556809,-0.842633,0.23695,0.347212,1.73714,-1,11
4506485845393408,-0.00518006,-0.00556809,-0.842633,1.06991,1.57707,3.01822,1,13
4506554564870144,-0.00518006,-0.00556809,-0.842633,3.73251,1.33344,24.2322,1,11
4506623284346880,-0.00518006,-0.00556809,-0.842633,2.69826,0.480134,15.473,-1,15
4506692003823616,-0.00518006,-0.00556809,-0.842633,7.60635,1.55809,51.8108,-1,15
4506760723300352,-0.00518006,-0.00556809,-0.842633,2.85084,0.476028,18.6558,1,14
4506829442777088,-0.00518006,-0.00556809,-0.842633,1.73933,-0.0740882,9.14424,-1,13
4506898162253824,-0.00518006,-0.00556809,-0.842633,7.14834,1.3188,42.6825,1,12
4506966881730560,-0.00518006,-0.00556809,-0.842633,0.392941,0.0510693,0.544171,-1,13
4507035601207296,-0.00518006,-0.00556809,-0.842633,-0.00891027,0.323618,2.39794,1,14
4507104320684032,-0.00518006,-0.00556809,-0.842633,0.397881,0.688958,10.5286,1,11
4507173040160768,-0.00518006,-0.00556809,-0.842633,0.0160373,-0.221992,1.84637,-1,13
4507241759637504,-0.00518006,-0.00556809,-0.842633,-0.246949,0.386394,5.88798,-1,13
4507310479114240,-0.00518006,-0.00556809,-0.842633,-0.313826,0.226073,4.98757,-1,10
4507722795974656,-0.00518006,-0.00556809,-0.842633,-0.0329943,-0.114907,1.75614,-1,0
4507928954404864,-0.00518006,-0.00556809,-0.842633,-0.172521,0.0251328,-1.00171,-1,9
4508066393358336,-0.00518006,-0.00556809,-0.842633,-0.379012,-0.132082,-0.260155,-1,13
4508135112835072,-0.00518006,-0.00556809,-0.842633,-0.504256,-0.2198,4.66583,1,12
4508203832311808,-0.00518006,-0.00556809,-0.842633,0.416667,0.498407,8.42062,1,0
4508272551788544,-0.00518006,-0.00556809,-0.842633,-0.0433713,0.706708,-1.18243,-1,4
4508341271265280,-0.00518006,-0.00556809,-0.842633,0.41691,0.335945,-0.918633,1,11
4508684868648960,-0.00518006,-0.00556809,-0.842633,0.0376421,-0.209818,2.81221,-1,13
4508753588125696,-0.00518006,-0.00556809,-0.842633,-0.0677646,-0.275348,0.588983,1,13
4508891027079168,-0.00518006,-0.00556809,-0.842633,-0.538371,-0.494698,2.17858,-1,13
4508959746555904,-0.00518006,-0.00556809,-0.842633,0.298212,0.614772,-0.703166,1,11
4509028466032640,-0.00518006,-0.00556809,-0.842633,-0.520142,0.250916,-0.63938,1,5
4509097185509376,-0.00518006,-0.00556809,-0.842633,0.499535,-0.171119,0.733537,-1,11
4509165904986112,-0.00518006,-0.00556809,-0.842633,-0.212865,0.338911,10.8072,1,13
4509440782893056,-0.00518006,-0.00556809,-0.842633,-0.623436,0.241713,15.7381,1,0
4509509502369792,-0.00518006,-0.00556809,-0.842633,-5.02616,3.15367,52.1261,-1,11
4509646941323264,-0.00518006,-0.00556809,-0.842633,-0.725215,0.146062,3.08273,1,12
4509715660800000,-0.00518006,-0.00556809,-0.842633,-0.310009,0.0238186,0.740271,-1,12
4509784380276736,-0.00518006,-0.00556809,-0.842633,0.233627,-0.444242,4.6174,-1,13
4509853099753472,-0.00518006,-0.00556809,-0.842633,0.37591,-0.167458,0.822551,1,7
4509921819230208,-0.00518006,-0.00556809,-0.842633,-0.032071,-0.191041,1.04485,-1,11
4509990538706944,-0.00518006,-0.00556809,-0.842633,-0.133064,-0.703657,0.661007,1,15
4510059258183680,-0.00518006,-0.00556809,-0.842633,-0.11267,0.0314303,-0.488605,1,0
4510127977660416,-0.00518006,-0.00556809,-0.842633,-0.428793,-0.0768321,-0.196816,-1,10
4510196697137152,-0.00518006,-0.00556809,-0.842633,-0.697162,0.646104,-5.26788,1,12
4510471575044096,-0.00518006,-0.00556809,-0.842633,-0.19166,-0.0808154,-1.39083,-1,13
4510540294520832,-0.00518006,-0.00556809,-0.842633,-0.0222055,-0.564344,-1.41702,-1,13
4510609013997568,-0.00518006,-0.00556809,-0.842633,-0.393509,-0.18311,0.177584,1,20
4510677733474304,-0.00518006,-0.00556809,-0.842633,-0.162126,-0.276989,-1.04433,-1,9
4510746452951040,-0.00518006,-0.00556809,-0.842633,-0.202838,0.033401,5.51239,1,6
4510883891904512,-0.00518006,-0.00556809,-0.842633,1.7644,0.653703,29.8926,1,12
4510952611381248,-0.00518006,-0.00556809,-0.842633,0.55473,0.286933,5.17521,1,11
4511021330857984,-0.00518006,-0.00556809,-0.842633,0.0180704,0.485463,3.61038,1,13
4511158769811456,-0.00518006,-0.00556809,-0.842633,0.633769,0.0649234,6.90405,-1,11
4511227489288192,-0.00518006,-0.00556809,-0.842633,0.870573,0.77468,1.35926,1,11
4511296208764928,-0.00518006,-0.00556809,-0.842633,-0.397326,-0.315961,-0.673566,-1,11
4511639806148608,-0.00518006,-0.00556809,-0.842633,0.345875,-0.139054,-8.64121,-1,12
4511845964578816,-0.00518006,-0.00556809,-0.842633,-0.492152,-0.227663,-11.522,1,10
4511914684055552,-0.00518006,-0.00556809,-0.842633,0.344618,0.282108,-2.99976,-1,11
4511983403532288,-0.00518006,-0.00556809,-0.842633,0.262169,0.283513,-4.26567,-1,11
4512052123009024,-0.00518006,-0.00556809,-0.842633,0.110003,0.104726,-0.61333,-1,6
4512189561962496,-0.00518006,-0.00556809,-0.842633,1.85117,3.70301,-22.2652,1,12
4512258281439232,-0.00518006,-0.00556809,-0.842633,2.07082,1.8139,-12.7577,-1,12
4512327000915968,-0.00518006,-0.00556809,-0.842633,-0.143755,0.294796,-1.11511,1,11
4512670598299648,-0.00518006,-0.00556809,-0.842633,-0.416543,0.84796,-0.50078,-1,12
4512739317776384,-0.00518006,-0.00556809,-0.842633,-0.117199,0.602255,-0.891905,1,11
4512808037253120,-0.00518006,-0.00556809,-0.842633,0.613444,0.608685,-1.37492,-1,12
4512876756729856,-0.00518006,-0.00556809,-0.842633,0.386549,-0.263201,-0.443911,1,12
4512945476206592,-0.00518006,-0.00556809,-0.842633,0.144923,0.794481,-3.80799,-1,13
4513014195683328,-0.00518006,-0.00556809,-0.842633,0.456436,-0.0861094,-2.48798,1,13
4513082915160064,-0.00518006,-0.00556809,-0.842633,-0.250916,0.252909,-1.34473,1,16
4513151634636800,-0.00518006,-0.00556809,-0.842633,-0.18253,-0.0114449,-0.166268,-1,9
4513220354113536,-0.00518006,-0.00556809,-0.842633,-0.113553,-0.171004,-0.202998,1,13
4513289073590272,-0.00518006,-0.00556809,-0.842633,0.117778,-0.0840664,-0.0209617,1,0
4513357793067008,-0.00518006,-0.00556809,-0.842633,0.705572,-1.20988,1.30884,-1,11
4513838829404160,-0.00518006,-0.00556809,-0.842633,0.107881,-0.0552654,-1.71137,-1,0
4513907548880896,-0.00518006,-0.00556809,-0.842633,0.145303,0.409004,-0.0301486,1,14
4513976268357632,-0.00518006,-0.00556809,-0.842633,-0.435077,1.13025,-0.781052,-1,9
4514044987834368,-0.00518006,-0.00556809,-0.842633,-0.106654,0.336771,-0.756192,-1,12
4514113707311104,-0.00518006,-0.00556809,-0.842633,0.147093,-0.093197,1.4863,1,10
4514182426787840,-0.00518006,-0.00556809,-0.842633,0.339232,-0.694848,6.11999,-1,10
4514251146264576,-0.00518006,-0.00556809,-0.842633,0.183935,0.147772,3.10305,1,11
4514319865741312,-0.00518006,-0.00556809,-0.842633,0.12649,-0.176107,0.126106,-1,9
4514388585218048,-0.00518006,-0.00556809,-0.842633,0.14181,0.0420612,0.034511,-1,0
4514663463124992,-0.00518006,-0.00556809,-0.842633,-0.310759,0.199779,-6.101,1,14
4514732182601728,-0.00518006,-0.00556809,-0.842633,0.0179082,-0.213167,-4.61216,-1,14
4514800902078464,-0.00518006,-0.00556809,-0.842633,-0.47169,0.113554,-8.64849,1,14
4515007060508672,-0.00518006,-0.00556809,-0.842633,-0.0178782,-0.137194,-0.355657,1,0
4515075779985408,-0.00518006,-0.00556809,-0.842633,-0.0517127,0.45897,-4.48019,-1,15
4515281938415616,-0.00518006,-0.00556809,-0.842633,-0.00102305,0.153698,1.93376,-1,0
4515350657892352,-0.00518006,-0.00556809,-0.842633,-0.333048,0.0801169,4.01673,1,14
4515419377369088,-0.00518006,-0.00556809,-0.842633,0.217246,0.0943765,0.79526,-1,0
4515488096845824,-0.00518006,-0.00556809,-0.842633,-0.10372,0.392252,0.679729,1,14
4515556816322560,-0.00518006,-0.00556809,-0.842633,0.11587,-0.383063,0.720567,-1,11
4515694255276032,-0.00518006,-0.00556809,-0.842633,0.363421,-0.0910323,0.706208,1,12
4515762974752768,-0.00518006,-0.00556809,-0.842633,0.797759,0.887177,3.53664,-1,12
4515831694229504,-0.00518006,-0.00556809,-0.842633,0.205683,0.278892,0.386277,-1,10
4515969133182976,-0.00518006,-0.00556809,-0.842633,3.07706,1.22546,19.2483,1,16
4516037852659712,-0.00518006,-0.00556809,-0.842633,3.22744,0.593556,19.7234,1,12
4516106572136448,-0.00518006,-0.00556809,-0.842633,2.25899,0.0076479,12.0951,-1,13
4516175291613184,-0.00518006,-0.00556809,-0.842633,5.05195,0.652934,30.346,1,14
4516244011089920,-0.00518006,-0.00556809,-0.842633,0.650681,0.022109,2.90286,-1,12
4516312730566656,-0.00518006,-0.00556809,-0.842633,0.919804,0.0482987,4.31087,-1,2
4516381450043392,-0.00518006,-0.00556809,-0.842633,0.0536159,-0.233493,0.00296064,1,12
4516450169520128,-0.00518006,-0.00556809,-0.842633,0.773327,0.0399567,0.554187,-1,13
4516518888996864,-0.00518006,-0.00556809,-0.842633,0.705013,1.48919,0.576601,1,11
4516587608473600,-0.00518006,-0.00556809,-0.842633,-0.22229,0.88428,1.08338,-1,10
4516656327950336,-0.00518006,-0.00556809,-0.842633,0.241032,0.106777,0.287922,1,14
4516725047427072,-0.00518006,-0.00556809,-0.842633,-0.0777225,-0.242509,0.190133,1,8
4516793766903808,-0.00518006,-0.00556809,-0.842633,-0.149002,0.219616,0.860132,-1,4
4516862486380544,-0.00518006,-0.00556809,-0.842633,0.279721,-0.219837,7.35236,-1,13
4516931205857280,-0.00518006,-0.00556809,-0.842633,1.34771,1.32177,35.5206,1,15
4516999925334016,-0.00518006,-0.00556809,-0.842633,0.0953842,0.6285,7.37557,1,11
4517068644810752,-0.00518006,-0.00556809,-0.842633,0.00170675,-0.182847,3.91775,-1,15
