hit_id,x,y,z,volume_id,layer_id,module_id
1,-82.6269,-14.653,-1502.5,7,2,1
2,-98.0704,-14.8653,-1502.5,7,2,1
3,-82.1596,1.63387,-1502.5,7,2,1
4,-69.3499,-6.98767,-1502.5,7,2,1
5,-44.9637,-2.10932,-1502.5,7,2,1
6,-68.6057,-10.9415,-1502.5,7,2,1
7,-67.0342,-9.51377,-1502.5,7,2,1
8,-97.0134,-5.35309,-1502.5,7,2,1
9,-56.1043,-11.1111,-1502.5,7,2,1
10,-31.7767,-4.3581,-1502.5,7,2,1
11,-72.5103,-4.82898,-1502.5,7,2,1
12,-80.0423,-1.61001,-1502.5,7,2,1
13,-76.5727,-10.5654,-1502.5,7,2,1
14,-57.1252,-6.02557,-1502.5,7,2,1
15,-50.2116,-7.83872,-1502.5,7,2,1
16,-60.8214,-10.6799,-1502.5,7,2,1
17,-113.182,-11.4644,-1502,7,2,2
18,-129.747,-1.45561,-1502,7,2,2
19,-134.931,-7.51461,-1502,7,2,2
20,-144.859,-13.2292,-1502,7,2,2
21,-110.702,2.96556,-1502,7,2,2
22,-159.489,-12.2538,-1502,7,2,2
23,-127.004,-1.09163,-1502,7,2,2
24,-139.761,-11.4419,-1502,7,2,2
25,-143.641,-9.86939,-1502,7,2,2
26,-127.327,-12.4687,-1502,7,2,2
27,-147.684,-18.7584,-1498,7,2,3
28,-135.314,-20.8696,-1498,7,2,3
29,-139.397,-11.3929,-1498,7,2,3
30,-164.375,-20.7333,-1498,7,2,3
31,-110.647,-22.3256,-1498,7,2,3
32,-112.903,-11.3824,-1498,7,2,3
33,-122.149,-22.0622,-1498,7,2,3
34,-108.461,-17.9315,-1498,7,2,3
35,-116.513,-15.7732,-1498,7,2,3
36,-144.475,-13.2623,-1498,7,2,3
37,-115.355,-18.1865,-1498,7,2,3
38,-106.551,-21.7039,-1498,7,2,3
39,-126.986,-12.4382,-1498,7,2,3
40,-69.0068,-16.13,-1498,7,2,4
41,-57.2517,-22.2036,-1498,7,2,4
42,-54.1956,-16.3793,-1498,7,2,4
43,-56.8564,-21.4403,-1498,7,2,4
44,-38.1828,-13.9233,-1498,7,2,4
45,-60.5357,-21.2952,-1498,7,2,4
46,-68.3621,-10.9725,-1498,7,2,4
47,-63.7354,-17.8468,-1498,7,2,4
48,-55.9826,-14.2372,-1498,7,2,4
49,-76.3643,-10.5432,-1498,7,2,4
50,-72.417,-16.3831,-1498,7,2,4
51,-66.8406,-9.49086,-1498,7,2,4
52,-81.1869,-27.2815,-1498,7,2,4
53,-62.6305,-18.3529,-1498,7,2,4
54,-55.9288,-11.0877,-1498,7,2,4
