hit_id,x,y,z,volume_id,layer_id,module_id
1,-64.1923,-12.2994,-1502.5,7,2,1
2,-57.1259,-8.88443,-1502.5,7,2,1
3,-50.0794,1.95183,-1502.5,7,2,1
4,-84.5126,-10.5383,-1502.5,7,2,1
5,-99.1284,-12.8923,-1502.5,7,2,1
6,-60.7293,-8.26525,-1502.5,7,2,1
7,-80.4395,-4.44992,-1502.5,7,2,1
8,-52.0421,-7.13015,-1502.5,7,2,1
9,-80.2335,-3.48275,-1502.5,7,2,1
10,-58.1991,-3.70266,-1502.5,7,2,1
11,-66.8929,-13.1138,-1502.5,7,2,1
12,-55.895,-8.03524,-1502.5,7,2,1
13,-58.0575,-12.8197,-1502.5,7,2,1
14,-70.3025,-4.20383,-1502.5,7,2,1
15,-95.5562,-10.7907,-1502.5,7,2,1
16,-58.4706,-8.2881,-1502.5,7,2,1
17,-78.8483,-11.0454,-1502.5,7,2,1
18,-61.3227,-8.61287,-1502.5,7,2,1
19,-66.9267,-8.00067,-1502.5,7,2,1
20,-131.538,-4.60479,-1502,7,2,2
21,-122.864,-1.80119,-1502,7,2,2
22,-110.444,-9.78613,-1502,7,2,2
23,-169.007,-2.53146,-1502,7,2,2
24,-172.95,-0.262703,-1502,7,2,2
25,-168.659,-12.9781,-1502,7,2,2
26,-152.32,-10.2706,-1502,7,2,2
27,-108.302,-10.5881,-1502,7,2,2
28,-104.016,-7.53684,-1502,7,2,2
29,-110.145,-9.78606,-1498,7,2,3
30,-166.081,-22.1143,-1498,7,2,3
31,-107.989,-10.596,-1498,7,2,3
32,-157.263,-23.376,-1498,7,2,3
33,-148.489,-16.2455,-1498,7,2,3
34,-106.431,-13.6096,-1498,7,2,3
35,-131.414,-21.9439,-1498,7,2,3
36,-147.327,-18.5067,-1498,7,2,3
37,-77.2256,-20.9313,-1498,7,2,4
38,-56.9267,-8.85904,-1498,7,2,4
39,-87.7889,-26.8097,-1498,7,2,4
40,-78.6185,-11.033,-1498,7,2,4
41,-64.0169,-12.3096,-1498,7,2,4
42,-61.1566,-8.58903,-1498,7,2,4
43,-66.6994,-13.0781,-1498,7,2,4
44,-55.7424,-8.00909,-1498,7,2,4
45,-63.2312,-21.6338,-1498,7,2,4
46,-66.7415,-7.97587,-1498,7,2,4
47,-92.5927,-15.4163,-1498,7,2,4
48,-98.2781,-24.1858,-1498,7,2,4
49,-60.5352,-8.2856,-1498,7,2,4
50,-58.2969,-8.26243,-1498,7,2,4
