hit_id,x,y,z,volume_id,layer_id,module_id
1,-97,-9.81579,-1502.5,7,2,1
2,-98.0566,-2.02468,-1502.5,7,2,1
3,-70.8051,-7.85452,-1502.5,7,2,1
4,-58.7623,-10.3172,-1502.5,7,2,1
5,-79.0858,-4.4437,-1502.5,7,2,1
6,-59.0916,-1.11471,-1502.5,7,2,1
7,-73.7465,-11.3461,-1502.5,7,2,1
8,-67.1865,-6.51648,-1502.5,7,2,1
9,-95.1147,-5.10334,-1502.5,7,2,1
10,-82.3509,-12.4245,-1502.5,7,2,1
11,-79.5533,-0.020178,-1502.5,7,2,1
12,-67.1197,-8.79824,-1502.5,7,2,1
13,-84.5711,-3.57138,-1502.5,7,2,1
14,-61.48,-4.46242,-1502.5,7,2,1
15,-74.748,-11.5252,-1502.5,7,2,1
16,-61.7069,-10.9001,-1502.5,7,2,1
17,-69.1452,-6.72079,-1502.5,7,2,1
18,-171.698,-12.6468,-1502,7,2,2
19,-114.02,-0.241117,-1502,7,2,2
20,-135.408,1.57308,-1502,7,2,2
21,-125.875,-13.4026,-1502,7,2,2
22,-137.95,-13.7106,-1502,7,2,2
23,-157.412,-8.25363,-1502,7,2,2
24,-154.726,-10.532,-1502,7,2,2
25,-120.357,-10.9452,-1502,7,2,2
26,-128.894,-25.48,-1498,7,2,3
27,-130.188,-26.1621,-1498,7,2,3
28,-137.573,-13.6626,-1498,7,2,3
29,-146.361,-18.4728,-1498,7,2,3
30,-125.06,-25.8508,-1498,7,2,3
31,-136.685,-17.9814,-1498,7,2,3
32,-125.555,-13.3158,-1498,7,2,3
33,-120.04,-10.914,-1498,7,2,3
34,-58.6076,-10.291,-1498,7,2,4
35,-30.0043,-8.77173,-1498,7,2,4
36,-75.403,-26.0472,-1498,7,2,4
37,-74.5487,-11.4957,-1498,7,2,4
38,-60.6617,-14.0237,-1498,7,2,4
39,-69.7006,-22.8784,-1498,7,2,4
40,-73.5215,-11.3005,-1498,7,2,4
41,-82.1117,-12.3858,-1498,7,2,4
42,-79.6512,-26.9718,-1498,7,2,4
43,-54.7332,-14.8629,-1498,7,2,4
44,-66.961,-8.74845,-1498,7,2,4
45,-85.1201,-21.5411,-1498,7,2,4
46,-93.7921,-22.7598,-1498,7,2,4
47,-61.5298,-10.8897,-1498,7,2,4
48,-80.7891,-18.1359,-1498,7,2,4
49,-120.682,-25.5333,-1502,7,2,5
50,-156.865,-34.3023,-1502,7,2,5
51,-130.684,-26.2422,-1502,7,2,5
52,-105.741,-23.4576,-1502,7,2,5
53,-89.6966,-42.8632,-1502,7,2,6
54,-63.8875,-32.1186,-1502,7,2,6
55,-53.5676,-23.7189,-1502,7,2,6
56,-75.5834,-26.1392,-1502,7,2,6
57,-52.3817,-23.6726,-1502,7,2,6
58,-92.0421,-37.9357,-1502,7,2,6
59,-79.8501,-27.0948,-1502,7,2,6
60,-68.7629,-27.6978,-1502,7,2,6
61,-57.4924,-28.0084,-1502,7,2,6
62,-54.8792,-14.9114,-1502,7,2,6
63,-69.8722,-22.9618,-1502,7,2,6
64,-49.2051,-25.8204,-1502,7,2,6
65,-160.725,-51.312,-1498,7,2,7
66,-164.075,-63.1396,-1498,7,2,7
67,-144.182,-52.0428,-1498,7,2,7
68,-128.583,-64.8915,-1502,7,2,8
69,-108.253,-54.8437,-1502,7,2,8
70,-137.983,-56.0337,-1502,7,2,8
71,-159.481,-65.4167,-1502,7,2,8
72,-140.667,-57.196,-1502,7,2,8
73,-142.558,-55.7467,-1502,7,2,8
74,-145.247,-69.9539,-1502,7,2,8
75,-141.554,-61.8735,-1502,7,2,8
76,-106.85,-53.9838,-1502,7,2,8
77,-56.4556,-42.4247,-1497.5,7,2,9
78,-39.8822,-24.3813,-1497.5,7,2,9
79,-63.6958,-32.0252,-1497.5,7,2,9
80,-59.7937,-41.7141,-1497.5,7,2,9
