hit_id,x,y,z,volume_id,layer_id,module_id
1,-68.8784,2.07726,-1502.5,7,2,1
2,-91.9878,-10.5247,-1502.5,7,2,1
3,-54.7437,-6.89138,-1502.5,7,2,1
4,-56.5499,-6.88307,-1502.5,7,2,1
5,-55.0047,-11.3255,-1502.5,7,2,1
6,-65.3968,-2.01218,-1502.5,7,2,1
7,-61.3469,-11.1727,-1502.5,7,2,1
8,-91.1974,-11.917,-1502.5,7,2,1
9,-62.2088,-11.6919,-1502.5,7,2,1
10,-60.2242,-4.91529,-1502.5,7,2,1
11,-63.9313,-7.01261,-1502.5,7,2,1
12,-66.0896,-6.83139,-1502.5,7,2,1
13,-37.4469,-0.263865,-1502.5,7,2,1
14,-80.4494,-12.9268,-1502.5,7,2,1
15,-69.6172,-13.6291,-1502.5,7,2,1
16,-63.379,-9.72765,-1502.5,7,2,1
17,-57.0592,2.45576,-1502.5,7,2,1
18,-154.714,0.179963,-1502,7,2,2
19,-158.895,-7.17098,-1502,7,2,2
20,-108.333,-11.7407,-1502,7,2,2
21,-141.443,-12.821,-1502,7,2,2
22,-106.473,-1.89431,-1502,7,2,2
23,-104.101,-2.03494,-1502,7,2,2
24,-117.853,-4.22235,-1502,7,2,2
25,-134.2,-14.858,-1498,7,2,3
26,-167.456,-29.6949,-1498,7,2,3
27,-108.065,-11.6668,-1498,7,2,3
28,-173.01,-27.4405,-1498,7,2,3
29,-119.991,-12.4904,-1498,7,2,3
30,-105.093,-22.2072,-1498,7,2,3
31,-131.445,-17.5029,-1498,7,2,3
32,-141.091,-12.6892,-1498,7,2,3
33,-56.3962,-6.88054,-1498,7,2,4
34,-76.0279,-22.5463,-1498,7,2,4
35,-63.7486,-6.94881,-1498,7,2,4
36,-84.9481,-22.5282,-1498,7,2,4
37,-54.8276,-11.3375,-1498,7,2,4
38,-54.5734,-6.85429,-1498,7,2,4
39,-93.2978,-28.4408,-1498,7,2,4
40,-70.0904,-17.8813,-1498,7,2,4
41,-69.395,-13.5493,-1498,7,2,4
42,-54.6636,-19.7311,-1498,7,2,4
43,-63.2043,-9.69771,-1498,7,2,4
44,-80.206,-12.8539,-1498,7,2,4
45,-62.0461,-11.6307,-1498,7,2,4
46,-61.1746,-11.1644,-1498,7,2,4
47,-32.3977,-4.75082,-1498,7,2,4
48,-78.4263,-18.9056,-1498,7,2,4
49,-60.0134,-14.0737,-1498,7,2,4
50,-48.553,-12.9982,-1498,7,2,4
51,-114.354,-28.3597,-1502,7,2,5
52,-127.988,-28.8955,-1502,7,2,5
53,-105.391,-22.2451,-1502,7,2,5
54,-154.03,-33.1201,-1502,7,2,5
55,-135.803,-29.2953,-1502,7,2,5
56,-106.866,-24.2871,-1502,7,2,5
57,-152.64,-31.6629,-1502,7,2,5
58,-57.9936,-31.3549,-1502,7,2,6
59,-27.57,-17.346,-1502,7,2,6
60,-57.9719,-28.207,-1502,7,2,6
61,-86.2977,-33.2832,-1502,7,2,6
62,-85.2749,-33.4008,-1502,7,2,6
63,-76.2445,-22.5706,-1502,7,2,6
64,-61.3044,-33.8628,-1502,7,2,6
65,-52.7342,-30.5294,-1502,7,2,6
66,-91.9942,-31.5838,-1502,7,2,6
67,-54.8021,-19.8044,-1502,7,2,6
68,-153.614,-46.0283,-1498,7,2,7
69,-161.836,-55.4812,-1498,7,2,7
70,-126.599,-40.3486,-1498,7,2,7
71,-106.264,-43.7108,-1498,7,2,7
72,-157.534,-49.3305,-1498,7,2,7
73,-144.441,-46.4868,-1498,7,2,7
74,-99.3162,-33.6829,-1498,7,2,7
75,-107.97,-38.6401,-1498,7,2,7
76,-120.046,-51.1198,-1502,7,2,8
77,-100.304,-44.9172,-1502,7,2,8
78,-159.9,-68.9466,-1502,7,2,8
79,-118.798,-55.1054,-1502,7,2,8
80,-146.707,-64.4727,-1502,7,2,8
81,-147.486,-74.2765,-1502,7,2,8
82,-106.554,-43.7963,-1502,7,2,8
83,-133.346,-67.3771,-1502,7,2,8
84,-108.335,-38.7889,-1502,7,2,8
85,-107.623,-46.9464,-1502,7,2,8
86,-85.4774,-47.4841,-1497.5,7,2,9
87,-59.3332,-44.1881,-1497.5,7,2,9
88,-61.7371,-40.9112,-1497.5,7,2,9
89,-76.7049,-49.3211,-1497.5,7,2,9
90,-53.5467,-32.315,-1497.5,7,2,9
91,-57.8304,-31.2457,-1497.5,7,2,9
92,-86.7589,-48.1521,-1497.5,7,2,9
93,-52.5867,-30.4366,-1497.5,7,2,9
94,-57.8242,-28.1339,-1497.5,7,2,9
95,-78.7685,-56.9776,-1497.5,7,2,9
96,-47.3785,-37.8591,-1497.5,7,2,9
97,-80.4992,-46.2513,-1497.5,7,2,9
98,-74.7455,-52.5185,-1497.5,7,2,9
99,-27.3998,-17.1718,-1497.5,7,2,9
100,-61.0965,-33.7749,-1497.5,7,2,9
101,-65.1365,-40.5314,-1497.5,7,2,9
102,-110.451,-67.2729,-1498,7,2,10
103,-111.956,-69.4272,-1498,7,2,10
104,-147.151,-73.9788,-1498,7,2,10
105,-89.9653,-57.2358,-1498,7,2,10
106,-132.994,-67.2379,-1498,7,2,10
107,-98.4246,-57.7696,-1498,7,2,10
108,-93.2489,-58.4856,-1498,7,2,10
109,-109.152,-67.6939,-1498,7,2,10
110,-109.491,-67.8213,-1502,7,2,11
111,-90.1636,-57.4302,-1502,7,2,11
112,-100.846,-71.2934,-1502,7,2,11
113,-110.73,-67.5186,-1502,7,2,11
114,-113.311,-78.6807,-1502,7,2,11
115,-100.63,-69.5092,-1502,7,2,11
116,-135.895,-93.7872,-1502,7,2,11
117,-112.229,-69.6361,-1502,7,2,11
118,-116.708,-87.8559,-1502,7,2,11
119,-131.537,-82.1354,-1502,7,2,11
120,-108.249,-73.0313,-1502,7,2,11
121,-98.683,-57.9327,-1502,7,2,11
122,-69.9864,-62.3685,-1502.5,7,2,12
123,-42.2043,-46.7967,-1502.5,7,2,12
124,-73.9035,-69.5306,-1502.5,7,2,12
125,-57.195,-52.63,-1502.5,7,2,12
126,-74.8688,-61.1495,-1502.5,7,2,12
127,-27.6131,-17.37,-1502.5,7,2,12
128,-65.3021,-61.0665,-1502.5,7,2,12
129,-57.5056,-54.6049,-1502.5,7,2,12
